タイトル,住所,dslurl,Webサイト,電話番号,営業時間,rental,longitude,latitude,pref,primary_station,distance_to_primary_station_m,candidate_stations,station_count,ward,primary_area,candidate_areas,article_tags,is_partner,partner_link,partner_priority
仙川 スタジオ 舞仙 レンタルダンススタジオ,〒182-0002 東京都調布市仙川町１丁目１８-２５ 第一富沢ビル 3F,,https://sengawa.studiosquare.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.5847151,35.6618619,東京,仙川駅,52.0,仙川駅|つつじヶ丘駅|千歳烏山駅|柴崎駅,0.0,調布市,調布,調布,area:調布|feature:24h|feature:midnight,0,,0
浅草スタジオ２２６,〒111-0033 東京都台東区花川戸２丁目２-６ エビスビル 7階,,http://asakusastudio226.com/,03-6802-4499,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.8012291,35.714136,東京,浅草駅,459.0,浅草駅|押上駅,2.0,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|station:浅草駅|station:押上駅|feature:24h|feature:midnight,0,,0
早坂ダンススタジオ,〒180-0003 東京都武蔵野市吉祥寺南町２丁目６-１,,https://hayasaka-dance-school.com/,0422-46-1127,"2024-02-29 木曜日 13時00分～22時00分
2024-03-01 金曜日 13時00分～22時00分
2024-03-02 土曜日 10時00分～18時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 13時00分～22時00分
2024-03-05 火曜日 10時00分～19時00分
2024-03-06 水曜日 13時00分～22時00分
",1.0,139.581045,35.701881,東京,吉祥寺駅,178.0,吉祥寺駅,1.0,武蔵野市,吉祥寺,吉祥寺,area:吉祥寺|station:吉祥寺駅|feature:24h|feature:midnight,0,,0
相田フラメンコ教室,〒191-0062 東京都日野市多摩平２丁目１２-２ 山崎ビル1F,,http://www.soniquete.info/,042-635-6148,"2024-02-29 木曜日 9時00分～23時00分
2024-03-01 金曜日 9時00分～23時00分
2024-03-02 土曜日 9時00分～23時00分
2024-03-03 日曜日 9時00分～23時00分
2024-03-04 月曜日 9時00分～23時00分
2024-03-05 火曜日 9時00分～23時00分
2024-03-06 水曜日 9時00分～23時00分
",1.0,139.3825967,35.6626175,東京,豊田駅,358.0,豊田駅|南平駅|平山城址公園駅|北八王子駅,0.0,日野市,日野,日野,area:日野|feature:24h|feature:midnight,0,,0
Starbox,〒135-0016 東京都江東区東陽３丁目２１-１３,,http://starbox.jp/,,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 定休日
2024-03-02 土曜日 9時00分～13時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 定休日
2024-03-05 火曜日 定休日
2024-03-06 水曜日 15時30分～19時00分
",1.0,139.8112993,35.668941,東京,木場駅,410.0,木場駅|東陽町駅|潮見駅|門前仲町駅|越中島駅|南砂町駅|清澄白河駅,0.0,江東区,豊洲,豊洲,area:豊洲|feature:24h|feature:midnight,0,,0
村山・横川バレエスクール,〒121-0053 東京都足立区佐野２丁目３５-１２ 2F,,https://www.m-ballet.com/,03-6884-0020,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 17時15分～20時45分
2024-03-01 金曜日 15時45分～21時00分
2024-03-02 土曜日 13時00分～19時30分
2024-03-03 日曜日 11時00分～13時30分
2024-03-04 月曜日 17時15分～18時45分
2024-03-05 火曜日 15時45分～21時00分
2024-03-06 水曜日 定休日
",1.0,139.8378504,35.7890897,東京,北綾瀬駅,1439.0,北綾瀬駅|六町駅,0.0,足立区,北千住,北千住,area:北千住|feature:24h|feature:midnight,0,,0
多々納みわ子バレエスタジオ,〒142-0041 東京都品川区戸越１丁目１９-３,,http://www.ballet-studio.com/,03-3490-4672,,1.0,139.7204345,35.6151311,東京,大崎駅,893.0,大崎駅,1.0,品川区,品川,品川|五反田|大井町|目黒,area:品川|station:大崎駅,0,,0
多摩市ダンススクールFANTASY,〒206-0014 東京都多摩市乞田１１５６-１?２０５,,https://www.fantasy-dance.com/,042-401-8781,"2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1.0,139.4407012,35.631954,東京,小田急永山駅,698.0,小田急永山駅|京王永山駅|京王多摩センター駅|小田急多摩センター駅,0.0,多摩市,多摩センター,多摩センター,area:多摩センター|feature:24h|feature:midnight,0,,0
多目的スペース「時々海風が吹くスタジオ」,〒136-0071 東京都江東区亀戸７丁目４３-５,,http://seisakuplus.com/umikazestudio/,03-5628-1325,"2024-02-29 木曜日 10時00分～21時30分
2024-03-01 金曜日 10時00分～21時30分
2024-03-02 土曜日 10時00分～21時30分
2024-03-03 日曜日 10時00分～21時30分
2024-03-04 月曜日 10時00分～21時30分
2024-03-05 火曜日 10時00分～21時30分
2024-03-06 水曜日 10時00分～21時30分
",1.0,139.8343715,35.696722,東京,亀戸水神駅,399.0,亀戸水神駅|亀戸駅|大島駅|西大島駅|東あずま駅|平井駅|東大島駅|小村井駅|錦糸町駅|住吉駅,0.0,江東区,豊洲,豊洲,area:豊洲|feature:24h|feature:midnight,0,,0
多目的貸スタジオ-TSスタジオ,〒174-0056 東京都板橋区志村３丁目１７-２ TSビル 4階,,http://makeuponeslife.site/,03-6906-7731,"2024-02-29 木曜日 9時00分～23時00分
2024-03-01 金曜日 9時00分～23時00分
2024-03-02 土曜日 9時00分～23時00分
2024-03-03 日曜日 9時00分～23時00分
2024-03-04 月曜日 9時00分～23時00分
2024-03-05 火曜日 9時00分～23時00分
2024-03-06 水曜日 9時00分～23時00分
",1.0,139.6830663,35.7767222,東京,志村三丁目駅,267.0,志村三丁目駅|蓮根駅|志村坂上駅|西台駅|上板橋駅|浮間舟渡駅|本蓮沼駅,0.0,板橋区,成増,成増,area:成増|feature:24h|feature:midnight,0,,0
体幹・柔軟性強化&ポールダンス スタジオWeBA（ウィーバ）,〒136-0072 東京都江東区大島５丁目２７-１,,https://weba.style/,03-5858-6459,"2024-02-29 木曜日 10時00分～20時30分
2024-03-01 金曜日 10時00分～20時30分
2024-03-02 土曜日 9時30分～20時30分
2024-03-03 日曜日 9時30分～20時00分
2024-03-04 月曜日 10時00分～20時00分
2024-03-05 火曜日 12時00分～20時30分
2024-03-06 水曜日 10時00分～21時00分
",1.0,139.8350225,35.686062,東京,大島駅,413.0,大島駅|西大島駅|東大島駅|亀戸駅|亀戸水神駅|住吉駅|南砂町駅,0.0,江東区,豊洲,豊洲,area:豊洲|feature:24h|feature:midnight,0,,0
貸し会議室 & 全国蕎麦製粉会館【JK Room 駒込】,〒170-0003 東京都豊島区駒込１丁目４０-４ 全国蕎麦製粉協同組合４０１ コンフォート駒込,,https://jk-room.com/location.html#komagome,050-5372-4665,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.7478798,35.7352348,東京,駒込駅,168.0,駒込駅|巣鴨駅|千石駅|田端駅|上中里駅|本駒込駅|西ケ原駅|尾久駅|白山駅|西ヶ原四丁目駅,0.0,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|feature:24h|feature:midnight,0,,0
貸スペース 東京レンタルスタジオ,〒125-0061 東京都葛飾区亀有３丁目１３-２ 亀有鞠子ビル4階,,,070-5087-2001,"2024-02-29 木曜日 7時00分～23時30分
2024-03-01 金曜日 7時00分～23時30分
2024-03-02 土曜日 7時00分～23時30分
2024-03-03 日曜日 7時00分～23時30分
2024-03-04 月曜日 7時00分～23時00分
2024-03-05 火曜日 7時00分～23時30分
2024-03-06 水曜日 7時00分～23時30分
",1.0,139.847758,35.763125,東京,亀有駅,380.0,亀有駅|お花茶屋駅,0.0,葛飾区,新小岩,新小岩,area:新小岩|feature:24h|feature:midnight,0,,0
貸ホールスペース６,〒157-0062 東京都世田谷区南烏山６丁目４-８,,,03-3300-8181,"2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1.0,139.6000733,35.668459,東京,千歳烏山駅,100.0,千歳烏山駅|芦花公園駅|八幡山駅|仙川駅|富士見ヶ丘駅,0.0,世田谷区,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,area:下北沢|feature:24h|feature:midnight,0,,0
貸空間スタジオStudioStyle+,〒160-0023 東京都新宿区西新宿７丁目２２-３１ BF 柏木 MURA,,https://studiostyle.jp/tenku-dance-studio/,090-8306-7493,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業",1.0,139.6965341,35.697153,東京,西武新宿駅,391.0,西武新宿駅|新大久保駅|新宿駅,3.0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:西武新宿駅|station:新大久保駅|station:新宿駅|feature:24h|feature:midnight,0,,0
代々木アフタースクールCreo BOX,〒151-0053 東京都渋谷区代々木２丁目３９-６ １F,,https://creobox.jp/,03-6876-6472,"LGBTQ フレンドリー2024-02-29 木曜日 15時30分～18時00分
2024-03-01 金曜日 15時30分～18時00分
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 15時30分～18時00分
2024-03-05 火曜日 定休日
2024-03-06 水曜日 15時30分～18時00分
",1.0,139.6961331,35.684666,東京,代々木駅,563.0,代々木駅|新宿駅,2.0,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:代々木駅|station:新宿駅|feature:24h|feature:midnight,0,,0
Ohana Room Studio浦安,〒279-0002 千葉県浦安市北栄１丁目１５-５ レクス浦安駅前 ４F,,https://ohanaroom.jp/,,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1.0,139.8943736,35.6653227,東京,浦安駅,119.0,浦安駅|南行徳駅|葛西駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
代官山スタジオ,〒153-0061 東京都目黒区中目黒１丁目２-１７,,http://daikanyamastudio.jp/,03-3719-0222,,1.0,139.702093,35.645696,東京,恵比寿駅,732.0,恵比寿駅,1.0,目黒区,中目黒,中目黒,area:中目黒|station:恵比寿駅,0,,0
大宮 ラージス レンタルスタジオ,〒330-0846 埼玉県さいたま市大宮区大門町３丁目８２-３ 大和（やまと）ビル3F,,https://omiya.studiosquare.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.6293243,35.9076849,東京,大宮駅,511.0,大宮駅|北大宮駅|さいたま新都心駅|鉄道博物館駅|大宮公園駅|北与野駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
大人バレエMiho Ballet Arts下高井戸,〒168-0073 東京都杉並区下高井戸１丁目２-１３ 山口ビル 杉並だんすアトリウム,,http://miho-arts.com/,03-6825-2729,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 10時15分～12時45分
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 定休日
2024-03-05 火曜日 定休日
2024-03-06 水曜日 定休日
",1.0,139.6408555,35.6668407,東京,下高井戸駅,92.0,下高井戸駅|松原駅|桜上水駅|明大前駅|永福町駅|西永福駅|東松原駅|山下駅|豪徳寺駅|上北沢駅,0.0,杉並区,高円寺,高円寺,area:高円寺|feature:24h|feature:midnight,0,,0
大人バレエアカデミー 錦糸町スタジオ,〒130-0022 東京都墨田区江東橋１丁目１５-１ Vort錦糸町 102,,https://personalballet.com/academy/kinshichou,050-3185-8125,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1.0,139.8095109,35.6958114,東京,錦糸町駅,428.0,錦糸町駅,1.0,墨田区,錦糸町,錦糸町,area:錦糸町|station:錦糸町駅|feature:24h|feature:midnight,0,,0
大人バレエシェリ 東京銀座スタジオ,〒104-0061 東京都中央区銀座５丁目１４-６ 橋ビルⅡ B1,,https://cheriegroup.com/adult/ginza/,06-7777-0246,"2024-02-29 木曜日 10時00分～22時30分
2024-03-01 金曜日 9時30分～22時30分
2024-03-02 土曜日 9時30分～22時30分
2024-03-03 日曜日 9時30分～16時30分
2024-03-04 月曜日 10時00分～22時30分
2024-03-05 火曜日 定休日
2024-03-06 水曜日 13時30分～22時30分
",1.0,139.7671847,35.668615,東京,有楽町駅,798.0,有楽町駅|新橋駅,2.0,中央区,銀座,銀座|日本橋|八丁堀|月島,area:銀座|station:有楽町駅|station:新橋駅|feature:24h|feature:midnight,0,,0
大泉学園ノートル,"練馬区東大泉６丁目ー３４－４５ SKビルⅡ ２階 ３４, ３４ 練馬区 東京都 178-0063",,https://oizumi.studiosquare.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.5859893,35.7481954,東京,大泉学園駅,159.0,大泉学園駅|保谷駅|石神井公園駅,0.0,練馬区,練馬,練馬,area:練馬|feature:24h|feature:midnight,0,,0
大谷哲章バレエスタジオアプロン,〒164-0011 東京都中野区中央２丁目８-２１,,,03-5338-8303,"2024-02-29 木曜日 11時00分～22時00分
2024-03-01 金曜日 7時00分～22時00分
2024-03-02 土曜日 10時30分～19時00分
2024-03-03 日曜日 10時00分～17時30分
2024-03-04 月曜日 11時00分～22時00分
2024-03-05 火曜日 7時00分～22時00分
2024-03-06 水曜日 11時00分～22時00分
",1.0,139.6827072,35.6986355,東京,中野坂上駅,181.0,中野坂上駅|東中野駅|西新宿五丁目駅（清水橋）|中野新橋駅|西新宿駅|新中野駅|都庁前駅|大久保駅|落合駅|新宿西口駅,0.0,中野区,中野,中野,area:中野|feature:24h|feature:midnight,0,,0
大門スタジオ,〒105-0012 東京都港区芝大門２丁目１０-１ 第一大門ビル,,http://www.magnux.co.jp/postpro/,03-5777-6511,,1.0,139.7531547,35.6546408,東京,浜松町駅,343.0,浜松町駅|田町駅,2.0,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:浜松町駅|station:田町駅,0,,0
第一ホテル東京 フィットネス&アクアゾーン,〒100-0011 東京都千代田区内幸町１丁目５-３ 新幸橋ビルディング ビル内,,https://www.hankyu-hotel.com/hotel/dh/dhtokyo/contents/refacilities?utm_source=googlemybusiness&utm_medium=organic,03-3596-7740,"2024-02-29 木曜日 7時00分～21時00分
2024-03-01 金曜日 7時00分～21時00分
2024-03-02 土曜日 7時00分～21時00分
2024-03-03 日曜日 7時00分～19時30分
2024-03-04 月曜日 7時00分～21時00分
2024-03-05 火曜日 7時00分～21時00分
2024-03-06 水曜日 7時00分～21時00分
",1.0,139.7573861,35.6692411,東京,新橋駅,357.0,新橋駅|有楽町駅,2.0,千代田区,秋葉原,秋葉原,area:秋葉原|station:新橋駅|station:有楽町駅|feature:24h|feature:midnight,0,,0
池村ダンススクール,〒152-0004 東京都目黒区鷹番３丁目１９-５ 丸橋総本店ビル2F 丸橋総本店ビル,,https://peraichi.com/landing_pages/view/ikemuradance/,03-6276-8278,"2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1.0,139.6833108,35.6295145,東京,学芸大学駅,221.0,学芸大学駅,1.0,目黒区,中目黒,中目黒,area:中目黒|station:学芸大学駅|feature:24h|feature:midnight,0,,0
池袋 MIB,〒171-0014 東京都豊島区池袋２丁目６８-９ ＭＩＢ 1-2-3F,,https://mib.studiosquare.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.709427,35.7357457,東京,池袋駅,763.0,池袋駅,1.0,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|station:池袋駅|feature:24h|feature:midnight,0,,0
池袋 ミント,〒170-0014 東京都豊島区池袋１丁目８-５ 池袋MINTORONビルB1F,,https://mint.studiosquare.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.711519,35.736016,東京,池袋駅,795.0,池袋駅,1.0,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|station:池袋駅|feature:24h|feature:midnight,0,,0
池袋ルピナス,〒170-0013 東京都豊島区東池袋１丁目３１-２ ルピナス池袋102,,https://ikebukuro.inforent.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.7163215,35.7317139,東京,池袋駅,619.0,池袋駅,1.0,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|station:池袋駅|feature:24h|feature:midnight,0,,0
池袋レンタルスタジオ Studio M Ikebukuro Tokyo,〒171-0014 東京都豊島区池袋２丁目５３-３ スクエア21 １Ｆ,,http://mstudio-ikebukuro.com/,03-5911-6800,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.7088884,35.7338274,東京,池袋駅,561.0,池袋駅,1.0,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|station:池袋駅|feature:24h|feature:midnight,0,,0
池田山ノブレスレンタルスタジオ（五反田駅）,〒141-0022 東京都品川区東五反田５丁目２４-７ ノブレス池田山 B1階,,https://ikedayama.studiosquare.jp/,03-5822-4050,"2024-02-29 木曜日 6時00分～23時00分
2024-03-01 金曜日 6時00分～23時00分
2024-03-02 土曜日 6時00分～23時00分
2024-03-03 日曜日 6時00分～23時00分
2024-03-04 月曜日 6時00分～23時00分
2024-03-05 火曜日 6時00分～23時00分
2024-03-06 水曜日 6時00分～23時00分
",1.0,139.7236616,35.6275107,東京,五反田駅,120.0,五反田駅|大崎駅|目黒駅,3.0,品川区,品川,品川|五反田|大井町|目黒,area:品川|station:五反田駅|station:大崎駅|station:目黒駅|feature:24h|feature:midnight,0,,0
中目黒 すわ山 レンタルスタジオ,〒153-0051 東京都目黒区上目黒２丁目４７-１ 司ビル 2F-B,,https://suwayama.studiosquare.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.6953852,35.641744,東京,中目黒駅,412.0,中目黒駅|祐天寺駅|代官山駅|池尻大橋駅|恵比寿駅|学芸大学駅|神泉駅|渋谷駅,0.0,目黒区,中目黒,中目黒,area:中目黒|feature:24h|feature:midnight,0,,0
中目黒 ブロードウェイレンタルスタジオ,〒153-0051 東京都目黒区上目黒１丁目５-１０ 中目黒マンション Ｂ15号室,,https://nakameguro.inforent.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.7005906,35.6446775,東京,恵比寿駅,888.0,恵比寿駅,1.0,目黒区,中目黒,中目黒,area:中目黒|station:恵比寿駅|feature:24h|feature:midnight,0,,0
中野 ガーデン レンタルスタジオ,〒165-0026 東京都中野区新井１丁目１２-５ ＮＳフラッツ B1階,,https://nakano.studiosquare.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.6661157,35.7109829,東京,中野駅,581.0,中野駅,1.0,中野区,中野,中野,area:中野|station:中野駅|feature:24h|feature:midnight,0,,0
中野ロフトスタジオ～nakano f～,〒164-0001 東京都中野区中野５丁目４６-１０,,https://nakanof.jp/,03-6276-3917,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1.0,139.6671124,35.7081955,東京,中野駅,294.0,中野駅,1.0,中野区,中野,中野,area:中野|station:中野駅|feature:24h|feature:midnight,0,,0
長谷川政義ダンスワールド,〒116-0013 東京都荒川区西日暮里６丁目４７-８ サンライズ21 2F,,http://hm-dw.com/,03-6807-8645,"2024-02-29 木曜日 13時00分～21時00分
2024-03-01 金曜日 13時00分～21時00分
2024-03-02 土曜日 13時00分～18時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 13時00分～21時00分
2024-03-05 火曜日 13時00分～21時00分
2024-03-06 水曜日 13時00分～21時00分
",1.0,139.7685592,35.7358652,東京,日暮里駅,926.0,日暮里駅,1.0,荒川区,日暮里,日暮里,area:日暮里|station:日暮里駅|feature:24h|feature:midnight,0,,0
天空MURAダンススタジオStudioStyle+,〒160-0023 東京都新宿区西新宿６丁目１２-１６,,https://studiostyle.jp/tenku-dance-studio/,090-8306-7493,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業",1.0,139.6887103,35.6934023,東京,新宿駅,1079.0,新宿駅|西武新宿駅,2.0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:新宿駅|station:西武新宿駅|feature:24h|feature:midnight,0,,0
天空MURAミドルスタジオStudioStyle+,〒160-0023 東京都新宿区西新宿６丁目１２-１６ 天空ＭＵＲＡ一号館,,https://studiostyle.jp/tenku-dance-studio/,090-8306-7493,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業",1.0,139.6887106,35.6933988,東京,新宿駅,1079.0,新宿駅|西武新宿駅,2.0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:新宿駅|station:西武新宿駅|feature:24h|feature:midnight,0,,0
田中美穂フラメンコスタジオ,〒155-0031 東京都世田谷区北沢４丁目３-２３,,https://najahouse.jp/school/30-4,03-3485-2620,,1.0,139.672031,35.667084,東京,下北沢駅,661.0,下北沢駅,1.0,世田谷区,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,area:下北沢|station:下北沢駅,0,,0
渡辺雅子フラメンコラコンチャ,〒160-0022 東京都新宿区新宿２丁目１-３ 1F,,https://www.masako-watanabe.net/,090-6659-1031,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 19時00分～20時30分
2024-03-01 金曜日 定休日
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 17時30分～19時00分
2024-03-05 火曜日 定休日
2024-03-06 水曜日 定休日
",1.0,139.7093472,35.688371,東京,新宿駅,868.0,新宿駅|代々木駅|西武新宿駅,3.0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:新宿駅|station:代々木駅|station:西武新宿駅|feature:24h|feature:midnight,0,,0
島村楽器 イオンモール札幌平岡店,〒004-0873 北海道札幌市清田区平岡３条５丁目３-１ イオンモール札幌平岡 2F,,https://www.shimamura.co.jp/shop/sapporo-h/?utm_source=gmb&utm_medium=organic,011-889-5120,"2024-02-29 木曜日 9時00分～21時00分
2024-03-01 金曜日 9時00分～21時00分
2024-03-02 土曜日 9時00分～21時00分
2024-03-03 日曜日 9時00分～21時00分
2024-03-04 月曜日 9時00分～21時00分
2024-03-05 火曜日 9時00分～21時00分
2024-03-06 水曜日 9時00分～21時00分
",1.0,141.4585574,42.9970649,東京,なし,,,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
東久留米駅前ダンススタジオテレマーク,〒203-0014 東京都東久留米市東本町２-６ 2階,,,080-3271-8029,"2024-02-29 木曜日 13時30分～16時00分
2024-03-01 金曜日 13時00分～16時30分
2024-03-02 土曜日 14時00分～17時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 13時30分～21時30分
2024-03-05 火曜日 18時30分～21時00分
2024-03-06 水曜日 13時00分～16時00分
",1.0,139.5344034,35.7611184,東京,東久留米駅,95.0,東久留米駅|ひばりヶ丘駅|清瀬駅,0.0,東久留米市,東久留米,東久留米,area:東久留米|feature:24h|feature:midnight,0,,0
